"Plot Title: YG_1m"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 20580742, SEN S/N: 20580742)","RH, % (LGR S/N: 20580742, SEN S/N: 20580742)"
1,04/01/19 01:22:58 PM,42.001,10.435
2,04/01/19 01:52:58 PM,34.360,17.160
3,04/01/19 02:22:58 PM,36.851,15.197
4,04/01/19 02:52:58 PM,33.835,20.266
5,04/01/19 03:22:58 PM,36.308,16.758
6,04/01/19 03:52:58 PM,35.958,14.794
7,04/01/19 04:22:58 PM,37.921,12.775
8,04/01/19 04:52:58 PM,35.448,11.473
9,04/01/19 05:22:58 PM,32.820,13.067
10,04/01/19 05:52:58 PM,30.621,14.832
11,04/01/19 06:22:58 PM,29.040,15.894
12,04/01/19 06:52:58 PM,26.818,20.481
13,04/01/19 07:22:58 PM,23.665,26.125
14,04/01/19 07:52:58 PM,20.198,35.659
15,04/01/19 08:22:58 PM,18.961,35.670
16,04/01/19 08:52:58 PM,17.153,46.699
17,04/01/19 09:22:58 PM,13.930,65.492
18,04/01/19 09:52:58 PM,12.847,69.513
19,04/01/19 10:22:58 PM,12.703,70.457
20,04/01/19 10:52:58 PM,11.637,75.539
21,04/01/19 11:22:58 PM,11.273,78.473
22,04/01/19 11:52:58 PM,10.418,83.753
23,04/02/19 12:22:58 AM,10.663,85.036
24,04/02/19 12:52:58 AM,10.418,82.762
25,04/02/19 01:22:58 AM,9.952,83.538
26,04/02/19 01:52:58 AM,8.568,86.177
27,04/02/19 02:22:58 AM,8.170,89.254
28,04/02/19 02:52:58 AM,8.145,90.919
29,04/02/19 03:22:58 AM,7.569,90.925
30,04/02/19 03:52:58 AM,6.889,92.098
31,04/02/19 04:22:58 AM,5.796,94.520
32,04/02/19 04:52:58 AM,6.077,90.748
33,04/02/19 05:22:58 AM,7.066,93.205
34,04/02/19 05:52:58 AM,6.204,90.246
35,04/02/19 06:22:58 AM,5.796,88.355
36,04/02/19 06:52:58 AM,4.766,87.099
37,04/02/19 07:22:58 AM,5.591,88.713
38,04/02/19 07:52:58 AM,4.063,89.196
39,04/02/19 08:22:58 AM,5.334,82.368
40,04/02/19 08:52:58 AM,8.469,91.692
41,04/02/19 09:22:58 AM,11.565,84.339
42,04/02/19 09:52:58 AM,22.609,51.158
43,04/02/19 10:22:58 AM,25.793,38.823
44,04/02/19 10:52:58 AM,28.097,31.848
45,04/02/19 11:22:58 AM,28.444,25.133
46,04/02/19 11:52:58 AM,31.128,21.303
47,04/02/19 12:22:58 PM,30.520,19.754
48,04/02/19 12:52:58 PM,32.227,18.294
49,04/02/19 01:22:58 PM,32.304,17.623
50,04/02/19 01:52:58 PM,34.202,19.648
51,04/02/19 02:22:58 PM,36.606,18.282
52,04/02/19 02:52:58 PM,37.508,16.530
53,04/02/19 03:22:58 PM,34.308,17.944
54,04/02/19 03:52:58 PM,32.458,19.052
55,04/02/19 04:22:58 PM,31.230,19.795
56,04/02/19 04:52:58 PM,29.215,23.835
57,04/02/19 05:22:58 PM,28.097,24.867
58,04/02/19 05:52:58 PM,26.940,27.326
59,04/02/19 06:22:58 PM,25.162,30.785
60,04/02/19 06:52:58 PM,23.376,33.678
61,04/02/19 07:22:58 PM,20.960,39.040
62,04/02/19 07:52:58 PM,18.652,45.241
63,04/02/19 08:22:58 PM,17.582,48.198
64,04/02/19 08:52:58 PM,16.773,50.617
65,04/02/19 09:22:58 PM,16.630,51.310
66,04/02/19 09:52:58 PM,15.199,57.485
67,04/02/19 10:22:58 PM,13.786,63.241
68,04/02/19 10:52:58 PM,13.257,65.402
69,04/02/19 11:22:58 PM,12.340,70.217
70,04/02/19 11:52:58 PM,11.880,72.028
71,04/03/19 12:22:58 AM,12.001,72.982
72,04/03/19 12:52:58 AM,11.467,75.698
73,04/03/19 01:22:58 AM,10.296,79.627
74,04/03/19 01:52:58 AM,10.198,80.311
75,04/03/19 02:22:58 AM,10.173,81.307
76,04/03/19 02:52:58 AM,9.287,81.485
77,04/03/19 03:22:58 AM,10.394,84.147
78,04/03/19 03:52:58 AM,9.854,83.489
79,04/03/19 04:22:58 AM,9.583,81.955
80,04/03/19 04:52:58 AM,8.941,85.977
81,04/03/19 05:22:58 AM,8.866,85.775
82,04/03/19 05:52:58 AM,8.419,86.456
83,04/03/19 06:22:58 AM,8.668,86.489
84,04/03/19 06:52:58 AM,9.064,87.918
85,04/03/19 07:22:58 AM,9.312,86.828
86,04/03/19 07:52:58 AM,9.928,84.970
87,04/03/19 08:22:58 AM,11.224,78.600
88,04/03/19 08:52:58 AM,12.195,74.732
89,04/03/19 09:22:58 AM,15.986,65.003
90,04/03/19 09:52:58 AM,17.938,55.284
91,04/03/19 10:22:58 AM,22.274,43.850
92,04/03/19 10:52:58 AM,27.161,33.925
93,04/03/19 11:22:58 AM,24.750,35.039
94,04/03/19 11:52:58 AM,28.766,30.034
95,04/03/19 12:22:58 PM,36.200,21.615
96,04/03/19 12:52:58 PM,28.593,29.712
97,04/03/19 01:22:58 PM,30.117,28.050
98,04/03/19 01:52:58 PM,34.097,23.391
99,04/03/19 02:22:58 PM,39.149,18.203
100,04/03/19 02:52:58 PM,33.261,21.646
101,04/03/19 03:22:58 PM,32.665,20.975
102,04/03/19 03:52:58 PM,28.543,27.860
103,04/03/19 04:22:58 PM,28.196,30.294
104,04/03/19 04:52:58 PM,26.158,33.196
105,04/03/19 05:22:58 PM,27.727,30.493
106,04/03/19 05:52:58 PM,22.753,39.654
107,04/03/19 06:22:58 PM,23.545,39.083
108,04/03/19 06:52:58 PM,22.537,41.324
109,04/03/19 07:22:58 PM,22.345,41.563
110,04/03/19 07:52:58 PM,19.770,49.551
111,04/03/19 08:22:58 PM,18.200,55.691
112,04/03/19 08:52:58 PM,17.510,57.903
113,04/03/19 09:22:58 PM,16.820,59.878
114,04/03/19 09:52:58 PM,16.034,62.498
115,04/03/19 10:22:58 PM,16.010,61.721
116,04/03/19 10:52:58 PM,14.122,67.764
117,04/03/19 11:22:58 PM,14.050,69.682
118,04/03/19 11:52:58 PM,13.570,72.302
119,04/04/19 12:22:58 AM,13.546,72.014
120,04/04/19 12:52:58 AM,11.710,75.970
121,04/04/19 01:22:58 AM,11.102,77.034
122,04/04/19 01:52:58 AM,10.492,79.207
123,04/04/19 02:22:58 AM,9.977,80.669
124,04/04/19 02:52:58 AM,9.558,79.737
125,04/04/19 03:22:58 AM,8.668,85.386
126,04/04/19 03:52:58 AM,9.632,82.823
127,04/04/19 04:22:58 AM,8.618,83.868
128,04/04/19 04:52:58 AM,9.435,85.990
129,04/04/19 05:22:58 AM,7.820,80.994
130,04/04/19 05:52:58 AM,7.544,84.199
131,04/04/19 06:22:58 AM,7.544,82.956
132,04/04/19 06:52:58 AM,7.167,84.268
133,04/04/19 07:22:58 AM,8.170,81.635
134,04/04/19 07:52:58 AM,8.693,85.997
135,04/04/19 08:22:58 AM,11.419,76.354
136,04/04/19 08:52:58 AM,16.654,60.481
137,04/04/19 09:22:58 AM,18.818,51.549
138,04/04/19 09:52:58 AM,25.258,39.559
139,04/04/19 10:22:58 AM,27.677,35.819
140,04/04/19 10:52:58 AM,29.464,32.102
141,04/04/19 11:22:58 AM,28.742,31.700
142,04/04/19 11:52:58 AM,30.495,29.661
143,04/04/19 12:22:58 PM,32.381,26.665
144,04/04/19 12:52:58 PM,35.529,23.274
145,04/04/19 01:22:58 PM,33.626,23.431
146,04/04/19 01:52:58 PM,36.065,21.465
147,04/04/19 02:22:58 PM,35.075,18.164
148,04/04/19 02:52:58 PM,37.480,16.312
149,04/04/19 03:22:58 PM,34.677,18.178
150,04/04/19 03:52:58 PM,33.861,20.835
151,04/04/19 04:22:58 PM,31.816,23.521
152,04/04/19 04:52:58 PM,30.469,25.103
153,04/04/19 05:22:58 PM,28.468,28.677
154,04/04/19 05:52:58 PM,27.112,31.560
155,04/04/19 06:22:58 PM,25.671,34.558
156,04/04/19 06:52:58 PM,24.098,38.253
157,04/04/19 07:22:58 PM,22.034,42.370
158,04/04/19 07:52:58 PM,20.103,47.577
159,04/04/19 08:22:58 PM,19.318,49.209
160,04/04/19 08:52:58 PM,18.580,50.894
161,04/04/19 09:22:58 PM,17.843,53.796
162,04/04/19 09:52:58 PM,17.605,54.622
163,04/04/19 10:22:58 PM,16.915,56.749
164,04/04/19 10:52:58 PM,15.366,61.555
165,04/04/19 11:22:58 PM,16.249,58.794
166,04/04/19 11:52:58 PM,15.079,62.368
167,04/05/19 12:22:58 AM,13.978,63.039
168,04/05/19 12:52:58 AM,13.522,64.544
169,04/05/19 01:22:58 AM,12.630,67.434
170,04/05/19 01:52:58 AM,12.606,67.861
171,04/05/19 02:22:58 AM,12.098,70.483
172,04/05/19 02:52:58 AM,11.807,70.939
173,04/05/19 03:22:58 AM,11.200,70.567
174,04/05/19 03:52:58 AM,10.590,73.150
175,04/05/19 04:22:58 AM,10.956,72.915
176,04/05/19 04:52:58 AM,12.606,72.453
177,04/05/19 05:22:58 AM,11.856,74.663
178,04/05/19 05:52:58 AM,12.195,74.760
179,04/05/19 06:22:58 AM,11.856,73.487
180,04/05/19 06:52:58 AM,11.151,76.159
181,04/05/19 07:22:58 AM,10.687,78.292
182,04/05/19 07:52:58 AM,10.467,78.956
183,04/05/19 08:22:58 AM,11.200,76.612
184,04/05/19 08:52:58 AM,17.677,57.503
185,04/05/19 09:22:58 AM,20.770,48.358
186,04/05/19 09:52:58 AM,28.122,35.291
187,04/05/19 10:22:58 AM,31.077,29.227
188,04/05/19 10:52:58 AM,35.770,23.077
189,04/05/19 11:22:58 AM,33.861,21.895
190,04/05/19 11:52:58 AM,33.495,21.731
191,04/05/19 12:22:58 PM,35.823,19.741
192,04/05/19 12:52:58 PM,35.797,18.740
193,04/05/19 01:22:58 PM,35.315,17.640
194,04/05/19 01:52:58 PM,32.717,18.641
195,04/05/19 02:22:58 PM,33.574,17.619
196,04/05/19 02:52:58 PM,34.281,16.153
197,04/05/19 03:22:58 PM,34.097,16.288
198,04/05/19 03:52:58 PM,33.495,18.257
199,04/05/19 04:22:58 PM,32.381,20.181
200,04/05/19 04:52:58 PM,30.925,22.833
201,04/05/19 05:22:58 PM,30.621,22.428
202,04/05/19 05:52:58 PM,29.015,25.139
203,04/05/19 06:22:58 PM,27.333,28.792
204,04/05/19 06:52:58 PM,25.623,32.072
205,04/05/19 07:22:58 PM,23.136,36.738
206,04/05/19 07:52:58 PM,21.127,41.557
207,04/05/19 08:22:58 PM,20.222,43.578
208,04/05/19 08:52:58 PM,19.246,46.329
209,04/05/19 09:22:58 PM,18.533,46.809
210,04/05/19 09:52:58 PM,17.772,49.974
211,04/05/19 10:22:58 PM,16.153,54.349
212,04/05/19 10:52:58 PM,15.199,58.779
213,04/05/19 11:22:58 PM,14.122,61.823
214,04/05/19 11:52:58 PM,14.745,61.036
215,04/06/19 12:22:58 AM,15.175,59.973
216,04/06/19 12:52:58 AM,14.361,61.656
217,04/06/19 01:22:58 AM,13.786,63.946
218,04/06/19 01:52:58 AM,12.992,65.675
219,04/06/19 02:22:58 AM,12.461,67.662
220,04/06/19 02:52:58 AM,11.200,69.744
221,04/06/19 03:22:58 AM,11.783,66.126
222,04/06/19 03:52:58 AM,9.977,71.431
223,04/06/19 04:22:58 AM,10.590,71.522
224,04/06/19 04:52:58 AM,11.589,71.519
225,04/06/19 05:22:58 AM,10.590,72.422
226,04/06/19 05:52:58 AM,9.805,74.246
227,04/06/19 06:22:58 AM,9.829,75.470
228,04/06/19 06:52:58 AM,10.687,72.441
229,04/06/19 07:22:58 AM,8.444,75.129
230,04/06/19 07:52:58 AM,7.995,78.664
231,04/06/19 08:22:58 AM,8.618,74.226
232,04/06/19 08:52:58 AM,17.130,48.640
233,04/06/19 09:22:58 AM,25.307,34.791
234,04/06/19 09:52:58 AM,30.495,27.010
235,04/06/19 10:22:58 AM,31.663,23.231
236,04/06/19 10:52:58 AM,32.150,19.177
237,04/06/19 11:22:58 AM,36.335,13.580
238,04/06/19 11:52:58 AM,36.633,13.593
239,04/06/19 12:22:58 PM,35.368,12.668
240,04/06/19 12:52:58 PM,36.335,12.999
241,04/06/19 01:22:58 PM,36.200,13.139
242,04/06/19 01:52:58 PM,35.743,11.739
243,04/06/19 02:22:58 PM,35.904,11.746
244,04/06/19 02:52:58 PM,35.877,9.921
245,04/06/19 03:22:58 PM,36.960,8.124
246,04/06/19 03:52:58 PM,38.143,12.784
247,04/06/19 04:22:58 PM,35.422,14.047
248,04/06/19 04:52:58 PM,34.150,14.278
249,04/06/19 05:22:58 PM,31.970,14.322
250,04/06/19 05:52:58 PM,30.621,12.686
251,04/06/19 06:22:58 PM,29.040,20.335
252,04/06/19 06:52:58 PM,26.940,24.751
253,04/06/19 07:22:58 PM,24.460,28.089
254,04/06/19 07:52:58 PM,22.034,32.724
255,04/06/19 08:22:58 PM,20.627,36.161
256,04/06/19 08:52:58 PM,20.531,34.639
257,04/06/19 09:22:58 PM,18.842,38.524
258,04/06/19 09:52:58 PM,17.249,48.562
259,04/06/19 10:22:58 PM,16.034,55.491
260,04/06/19 10:52:58 PM,15.031,58.693
261,04/06/19 11:22:58 PM,15.199,60.097
262,04/06/19 11:52:58 PM,14.266,63.382
263,04/07/19 12:22:58 AM,12.534,67.618
264,04/07/19 12:52:58 AM,11.832,67.891
265,04/07/19 01:22:58 AM,11.175,69.312
266,04/07/19 01:52:58 AM,10.443,69.997
267,04/07/19 02:22:58 AM,10.001,72.361
268,04/07/19 02:52:58 AM,9.410,74.083
269,04/07/19 03:22:58 AM,8.767,73.897
270,04/07/19 03:52:58 AM,8.020,77.012
271,04/07/19 04:22:58 AM,8.170,79.297
272,04/07/19 04:52:58 AM,7.544,76.175
273,04/07/19 05:22:58 AM,6.864,79.790
274,04/07/19 05:52:58 AM,7.217,77.141
275,04/07/19 06:22:58 AM,6.611,77.038
276,04/07/19 06:52:58 AM,6.357,76.306
277,04/07/19 07:22:58 AM,6.102,74.699
278,04/07/19 07:52:58 AM,6.179,76.567
279,04/07/19 08:22:58 AM,6.408,77.266
280,04/07/19 08:52:58 AM,19.484,43.268
281,04/07/19 09:22:58 AM,19.936,41.391
282,04/07/19 09:52:58 AM,24.823,34.712
283,04/07/19 10:22:58 AM,27.949,28.978
284,04/07/19 10:52:58 AM,31.128,22.496
285,04/07/19 11:22:58 AM,34.176,16.721
286,04/07/19 11:52:58 AM,35.582,14.848
287,04/07/19 12:22:58 PM,37.370,13.516
288,04/07/19 12:52:58 PM,35.716,13.553
289,04/07/19 01:22:58 PM,36.173,11.902
290,04/07/19 01:52:58 PM,38.282,10.888
291,04/07/19 02:22:58 PM,40.717,9.428
292,04/07/19 02:52:58 PM,36.012,13.058
293,04/07/19 03:22:58 PM,36.633,13.811
294,04/07/19 03:52:58 PM,34.942,14.747
295,04/07/19 04:22:58 PM,33.914,14.483
296,04/07/19 04:52:58 PM,33.105,14.374
297,04/07/19 05:22:58 PM,32.381,14.700
298,04/07/19 05:52:58 PM,31.791,13.884
299,04/07/19 06:22:58 PM,29.414,16.125
300,04/07/19 06:52:58 PM,27.358,18.485
301,04/07/19 07:22:58 PM,24.944,17.373
302,04/07/19 07:52:58 PM,22.393,20.077
303,04/07/19 08:22:58 PM,20.103,36.273
304,04/07/19 08:52:58 PM,19.103,39.653
305,04/07/19 09:22:58 PM,17.796,44.820
306,04/07/19 09:52:58 PM,16.034,50.733
307,04/07/19 10:22:58 PM,15.247,55.859
308,04/07/19 10:52:58 PM,13.906,57.946
309,04/07/19 11:22:58 PM,14.098,61.790
310,04/07/19 11:52:58 PM,13.930,61.880
311,04/08/19 12:22:58 AM,12.775,64.939
312,04/08/19 12:52:58 AM,11.807,67.226
313,04/08/19 01:22:58 AM,10.980,69.076
314,04/08/19 01:52:58 AM,9.854,73.589
315,04/08/19 02:22:58 AM,10.516,72.463
316,04/08/19 02:52:58 AM,9.632,73.600
317,04/08/19 03:22:58 AM,9.312,74.894
318,04/08/19 03:52:58 AM,9.312,73.757
319,04/08/19 04:22:58 AM,8.742,75.548
320,04/08/19 04:52:58 AM,8.120,76.679
321,04/08/19 05:22:58 AM,7.217,75.532
322,04/08/19 05:52:58 AM,6.051,76.078
323,04/08/19 06:22:58 AM,5.821,76.166
324,04/08/19 06:52:58 AM,6.000,74.978
325,04/08/19 07:22:58 AM,5.334,77.305
326,04/08/19 07:52:58 AM,5.102,78.062
327,04/08/19 08:22:58 AM,7.091,73.529
328,04/08/19 08:52:58 AM,18.461,44.137
329,04/08/19 09:22:58 AM,23.761,31.976
330,04/08/19 09:52:58 AM,25.210,29.336
331,04/08/19 10:22:58 AM,29.790,22.620
332,04/08/19 10:52:58 AM,31.510,19.529
333,04/08/19 11:22:58 AM,34.519,15.734
334,04/08/19 11:52:58 AM,34.019,13.695
335,04/08/19 12:22:58 PM,37.151,11.503
336,04/08/19 12:52:58 PM,37.480,11.150
337,04/08/19 01:22:58 PM,36.769,11.342
338,04/08/19 01:52:58 PM,37.811,8.961
339,04/08/19 02:22:58 PM,38.644,9.431
340,04/08/19 02:52:58 PM,37.453,9.684
341,04/08/19 03:22:58 PM,38.672,9.432
342,04/08/19 03:52:58 PM,36.606,9.947
343,04/08/19 04:22:58 PM,34.704,11.190
344,04/08/19 04:52:58 PM,33.417,12.948
345,04/08/19 05:22:58 PM,32.949,12.062
346,04/08/19 05:52:58 PM,31.382,13.005
347,04/08/19 06:22:58 PM,29.265,16.897
348,04/08/19 06:52:58 PM,27.112,18.892
349,04/08/19 07:22:58 PM,24.388,24.127
350,04/08/19 07:52:58 PM,21.939,29.070
351,04/08/19 08:22:58 PM,19.318,34.557
352,04/08/19 08:52:58 PM,19.318,34.885
353,04/08/19 09:22:58 PM,17.534,43.519
354,04/08/19 09:52:58 PM,16.344,47.976
355,04/08/19 10:22:58 PM,14.984,51.883
356,04/08/19 10:52:58 PM,14.673,52.576
357,04/08/19 11:22:58 PM,14.625,51.403
358,04/08/19 11:52:58 PM,14.577,50.164
359,04/09/19 12:22:58 AM,13.546,55.241
360,04/09/19 12:52:58 AM,12.703,55.538
361,04/09/19 01:22:58 AM,10.761,60.147
362,04/09/19 01:52:58 AM,9.829,62.218
363,04/09/19 02:22:58 AM,9.163,61.639
364,04/09/19 02:52:58 AM,9.731,61.851
365,04/09/19 03:22:58 AM,9.312,64.417
366,04/09/19 03:52:58 AM,10.149,61.308
367,04/09/19 04:22:58 AM,10.271,60.948
368,04/09/19 04:52:58 AM,8.767,63.312
369,04/09/19 05:22:58 AM,9.114,62.735
370,04/09/19 05:52:58 AM,8.369,63.791
371,04/09/19 06:22:58 AM,6.636,68.906
372,04/09/19 06:52:58 AM,5.693,68.110
373,04/09/19 07:22:58 AM,5.024,70.353
374,04/09/19 07:52:58 AM,4.636,70.111
375,04/09/19 08:22:58 AM,6.026,66.086
376,04/09/19 08:52:58 AM,20.793,33.077
377,04/09/19 09:22:58 AM,23.785,27.663
378,04/09/19 09:52:58 AM,25.380,26.115
379,04/09/19 10:22:58 AM,29.565,19.874
380,04/09/19 10:52:58 AM,33.365,15.821
381,04/09/19 11:22:58 AM,33.809,15.054
382,04/09/19 11:52:58 AM,32.304,14.911
383,04/09/19 12:22:58 PM,35.475,12.673
384,04/09/19 12:52:58 PM,36.933,11.056
385,04/09/19 01:22:58 PM,36.878,10.030
386,04/09/19 01:52:58 PM,39.234,8.639
387,04/09/19 02:22:58 PM,37.866,8.595
388,04/09/19 02:52:58 PM,40.057,7.629
389,04/09/19 03:22:58 PM,40.746,6.831
390,04/09/19 03:52:58 PM,37.563,8.732
391,04/09/19 04:22:58 PM,37.096,10.843
392,04/09/19 04:52:58 PM,35.235,11.210
393,04/09/19 05:22:58 PM,33.757,11.950
394,04/09/19 05:52:58 PM,32.175,14.619
395,04/09/19 06:22:58 PM,29.590,20.718
396,04/09/19 06:52:58 PM,27.235,22.176
397,04/09/19 07:22:58 PM,24.002,28.900
398,04/09/19 07:52:58 PM,20.650,39.007
399,04/09/19 08:22:58 PM,19.698,44.188
400,04/09/19 08:52:58 PM,18.224,48.030
401,04/09/19 09:22:58 PM,15.963,54.565
402,04/09/19 09:52:58 PM,14.745,62.992
403,04/09/19 10:22:58 PM,13.064,68.320
404,04/09/19 10:52:58 PM,13.329,67.821
405,04/09/19 11:22:58 PM,11.904,71.581
406,04/09/19 11:52:58 PM,11.321,72.088
407,04/10/19 12:22:58 AM,9.756,75.483
408,04/10/19 12:52:58 AM,10.296,75.511
409,04/10/19 01:22:58 AM,10.956,75.204
410,04/10/19 01:52:58 AM,9.780,75.957
411,04/10/19 02:22:58 AM,8.419,78.539
412,04/10/19 02:52:58 AM,8.220,76.836
413,04/10/19 03:22:58 AM,7.569,82.405
414,04/10/19 03:52:58 AM,6.990,79.281
415,04/10/19 04:22:58 AM,5.770,79.975
416,04/10/19 04:52:58 AM,6.230,77.228
417,04/10/19 05:22:58 AM,5.154,79.678
418,04/10/19 05:52:58 AM,4.506,79.188
419,04/10/19 06:22:58 AM,4.350,79.233
420,04/10/19 06:52:58 AM,4.480,78.141
421,04/10/19 07:22:58 AM,4.037,81.465
422,04/10/19 07:52:58 AM,3.354,82.069
423,04/10/19 08:22:58 AM,4.480,78.114
424,04/10/19 08:52:58 AM,14.529,47.430
425,04/10/19 09:22:58 AM,20.460,39.344
426,04/10/19 09:52:58 AM,25.793,29.620
427,04/10/19 10:22:58 AM,30.697,21.031
428,04/10/19 10:52:58 AM,31.179,16.569
429,04/10/19 11:22:58 AM,29.365,15.626
430,04/10/19 11:52:58 AM,35.315,11.068
431,04/10/19 12:22:58 PM,34.624,10.968
432,04/10/19 12:52:58 PM,37.949,9.738
433,04/10/19 01:22:58 PM,39.121,8.562
434,04/10/19 01:52:58 PM,39.375,7.904
435,04/10/19 02:22:58 PM,38.784,7.664
436,04/10/19 02:52:58 PM,35.368,11.724
437,04/10/19 03:22:58 PM,35.904,12.400
438,04/10/19 03:52:58 PM,36.281,11.615
439,04/10/19 04:22:58 PM,33.992,12.972
440,04/10/19 04:52:58 PM,32.510,13.952
441,04/10/19 05:22:58 PM,31.128,18.128
442,04/10/19 05:52:58 PM,30.520,18.873
443,04/10/19 06:22:58 PM,28.023,23.962
444,04/10/19 06:52:58 PM,25.258,30.591
445,04/10/19 07:22:58 PM,21.390,38.399
446,04/10/19 07:52:58 PM,19.341,44.465
447,04/10/19 08:22:58 PM,17.938,49.528
448,04/10/19 08:52:58 PM,16.558,53.242
449,04/10/19 09:22:58 PM,14.888,60.255
450,04/10/19 09:52:58 PM,13.786,65.116
451,04/10/19 10:22:58 PM,11.856,75.389
452,04/10/19 10:52:58 PM,11.565,77.407
453,04/10/19 11:22:58 PM,10.956,78.350
454,04/10/19 11:52:58 PM,10.785,81.606
455,04/11/19 12:22:58 AM,9.558,82.164
456,04/11/19 12:52:58 AM,9.262,83.326
457,04/11/19 01:22:58 AM,7.569,88.278
458,04/11/19 01:52:58 AM,7.217,88.114
459,04/11/19 02:22:58 AM,6.712,89.967
460,04/11/19 02:52:58 AM,7.268,90.133
461,04/11/19 03:22:58 AM,6.204,92.274
462,04/11/19 03:52:58 AM,5.898,93.499
463,04/11/19 04:22:58 AM,6.408,90.553
464,04/11/19 04:52:58 AM,6.051,89.443
465,04/11/19 05:22:58 AM,6.128,87.871
466,04/11/19 05:52:58 AM,5.076,85.081
467,04/11/19 06:22:58 AM,4.973,81.811
468,04/11/19 06:52:58 AM,4.324,89.110
469,04/11/19 07:22:58 AM,4.037,89.291
470,04/11/19 07:52:58 AM,4.350,86.432
471,04/11/19 08:22:58 AM,4.584,82.904
472,04/11/19 08:52:58 AM,17.796,48.915
473,04/11/19 09:22:58 AM,18.604,40.310
474,04/11/19 09:52:58 AM,21.127,38.633
475,04/11/19 10:22:58 AM,23.376,34.577
476,04/11/19 10:52:58 AM,27.333,29.746
477,04/11/19 11:22:58 AM,29.740,23.105
478,04/11/19 11:52:58 AM,31.281,18.561
479,04/11/19 12:22:58 PM,35.529,12.965
480,04/11/19 12:52:58 PM,34.545,12.417
481,04/11/19 01:22:58 PM,36.933,10.618
482,04/11/19 01:52:58 PM,39.516,8.944
483,04/11/19 02:22:58 PM,34.969,13.520
484,04/11/19 02:52:58 PM,34.045,14.237
485,04/11/19 03:22:58 PM,34.969,14.387
486,04/11/19 03:52:58 PM,34.995,14.893
487,04/11/19 04:22:58 PM,33.757,15.769
488,04/11/19 04:52:58 PM,31.868,16.747
489,04/11/19 05:22:58 PM,30.444,18.374
490,04/11/19 05:52:58 PM,28.147,21.817
491,04/11/19 06:22:58 PM,26.671,24.077
492,04/11/19 06:52:58 PM,24.026,28.631
493,04/11/19 07:22:58 PM,20.841,33.743
494,04/11/19 07:52:58 PM,19.175,39.143
495,04/11/19 08:22:58 PM,17.724,44.907
496,04/11/19 08:52:58 PM,16.249,51.782
497,04/11/19 09:22:58 PM,15.223,57.187
498,04/11/19 09:52:58 PM,13.690,64.017
499,04/11/19 10:22:58 PM,12.243,69.942
500,04/11/19 10:52:58 PM,11.540,74.040
501,04/11/19 11:22:58 PM,11.248,74.009
502,04/11/19 11:52:58 PM,10.834,77.197
503,04/12/19 12:22:58 AM,10.222,77.233
504,04/12/19 12:52:58 AM,9.731,75.974
505,04/12/19 01:22:58 AM,8.891,76.924
506,04/12/19 01:52:58 AM,8.295,82.251
507,04/12/19 02:22:58 AM,8.070,81.773
508,04/12/19 02:52:58 AM,7.970,82.576
509,04/12/19 03:22:58 AM,7.695,85.680
510,04/12/19 03:52:58 AM,8.469,84.917
511,04/12/19 04:22:58 AM,7.368,85.785
512,04/12/19 04:52:58 AM,7.217,85.853
513,04/12/19 05:22:58 AM,6.712,85.732
514,04/12/19 05:52:58 AM,6.382,86.952
515,04/12/19 06:22:58 AM,6.128,85.879
516,04/12/19 06:52:58 AM,6.051,83.534
517,04/12/19 07:22:58 AM,6.077,82.090
518,04/12/19 07:52:58 AM,7.268,78.722
519,04/12/19 08:22:58 AM,8.245,74.426
520,04/12/19 08:52:58 AM,19.103,44.787
521,04/12/19 09:22:58 AM,24.339,34.734
522,04/12/19 09:52:58 AM,28.543,26.761
523,04/12/19 10:22:58 AM,28.245,24.462
524,04/12/19 10:52:58 AM,29.389,20.566
525,04/12/19 11:22:58 AM,35.743,14.856
526,04/12/19 11:52:58 AM,35.958,13.926
527,04/12/19 12:22:58 PM,37.398,12.571
528,04/12/19 12:52:58 PM,38.449,10.307
529,04/12/19 01:22:58 PM,37.015,8.273
530,04/12/19 01:52:58 PM,35.182,7.921
531,04/12/19 02:22:58 PM,35.716,5.360
532,04/12/19 02:52:58 PM,35.609,6.243
533,04/12/19 03:22:58 PM,35.502,5.945
534,04/12/19 03:52:58 PM,35.770,5.805
535,04/12/19 04:22:58 PM,36.254,6.998
536,04/12/19 04:52:58 PM,34.916,7.766
537,04/12/19 05:22:58 PM,33.521,7.796
538,04/12/19 05:52:58 PM,30.900,14.202
539,04/12/19 06:22:58 PM,28.518,18.409
540,04/12/19 06:52:58 PM,26.012,24.548
541,04/12/19 07:22:58 PM,21.891,34.039
542,04/12/19 07:52:58 PM,19.508,41.311
543,04/12/19 08:22:58 PM,17.748,47.403
544,04/12/19 08:52:58 PM,17.439,45.852
545,04/12/19 09:22:58 PM,14.433,62.703
546,04/12/19 09:52:58 PM,12.871,70.603
547,04/12/19 10:22:58 PM,12.389,72.805
548,04/12/19 10:52:58 PM,11.127,75.655
549,04/12/19 11:22:58 PM,11.370,78.823
550,04/12/19 11:52:58 PM,10.687,78.758
551,04/13/19 12:22:58 AM,9.780,83.605
552,04/13/19 12:52:58 AM,9.287,87.555
553,04/13/19 01:22:58 AM,8.817,87.649
554,04/13/19 01:52:58 AM,7.695,88.903
555,04/13/19 02:22:58 AM,6.788,89.346
556,04/13/19 02:52:58 AM,6.813,87.316
